p_cases,p_cases_low,p_cases_high,days
59.5251554550594,57.2378348704482,61.8124760396706,1025
59.5251554550594,57.2378348704482,61.8124760396706,1026
58.5021485573972,56.1094595031252,60.8948376116693,1027
58.5021485573972,56.1094595031252,60.8948376116693,1028
55.7300756253636,53.3820147134545,58.0781365372727,1029
55.7300756253636,53.3820147134545,58.0781365372727,1030
55.7300756253636,53.3820147134545,58.0781365372727,1031
55.7815223707147,53.4351078887117,58.1279368527176,1032
55.7815223707147,53.4351078887117,58.1279368527176,1033
55.7815223707147,53.4351078887117,58.1279368527176,1034
55.7815223707147,53.4351078887117,58.1279368527176,1035
56.7615658362989,54.396836339529,59.1262953330688,1036
56.7615658362989,54.396836339529,59.1262953330688,1037
56.7615658362989,54.396836339529,59.1262953330688,1038
55.9775840597758,53.5497481407687,58.4054199787829,1039
55.9775840597758,53.5497481407687,58.4054199787829,1040
55.9775840597758,53.5497481407687,58.4054199787829,1041
55.9775840597758,53.5497481407687,58.4054199787829,1042
56.0789306174411,53.624807688794,58.5330535460882,1043
56.0789306174411,53.624807688794,58.5330535460882,1044
56.0789306174411,53.624807688794,58.5330535460882,1045
56.493117893477,54.1160771884406,58.8701585985134,1046
56.493117893477,54.1160771884406,58.8701585985134,1047
56.1359345500315,53.6960961546951,58.5757729453679,1048
56.1359345500315,53.6960961546951,58.5757729453679,1049
57.0668243642815,54.7076249775741,59.4260237509889,1050
57.0668243642815,54.7076249775741,59.4260237509889,1051
57.0668243642815,54.7076249775741,59.4260237509889,1052
56.6236811254396,54.2719699993458,58.9753922515334,1053
56.6236811254396,54.2719699993458,58.9753922515334,1054
56.6236811254396,54.2719699993458,58.9753922515334,1055
56.7749846719804,54.3708034469379,59.1791658970229,1056
56.7749846719804,54.3708034469379,59.1791658970229,1057
56.7749846719804,54.3708034469379,59.1791658970229,1058
56.7749846719804,54.3708034469379,59.1791658970229,1059
57.2687224669604,54.9935105434758,59.543934390445,1060
57.2687224669604,54.9935105434758,59.543934390445,1061
57.2687224669604,54.9935105434758,59.543934390445,1062
57.6036866359447,55.2790107164662,59.9283625554232,1063
58.2962138084632,56.0158568128616,60.5765708040648,1064
58.2962138084632,56.0158568128616,60.5765708040648,1065
58.2962138084632,56.0158568128616,60.5765708040648,1066
56.4978645515558,54.0977613352061,58.8979677679055,1108
56.4344746162928,54.0732619237448,58.7956873088408,1109
56.5243535778713,54.1417993582186,58.906907797524,1110
56.5243535778713,54.1417993582186,58.906907797524,1111
56.5243535778713,54.1417993582186,58.906907797524,1112
56.8,54.4791604972256,59.1208395027744,1113
56.1579257513259,53.7971309201201,58.5187205825317,1114
56.1579257513259,53.7971309201201,58.5187205825317,1115
56.1579257513259,53.7971309201201,58.5187205825317,1116
56.0047562425684,53.6325610846935,58.3769514004433,1117
56.0047562425684,53.6325610846935,58.3769514004433,1118
56.2619198982835,53.8104821935364,58.7133576030306,1119
56.8210262828536,54.3924575562289,59.2495950094783,1120
56.8210262828536,54.3924575562289,59.2495950094783,1121
58.6788475052706,56.1204227910854,61.2372722194558,1122
56.5922920892495,54.0663343920137,59.1182497864853,1123
56.5922920892495,54.0663343920137,59.1182497864853,1124
55.9971098265896,53.3819185831423,58.6123010700369,1125
55.9971098265896,53.3819185831423,58.6123010700369,1126
57.9584775086505,55.6350921600345,60.2818628572665,1127
57.9584775086505,55.6350921600345,60.2818628572665,1128
60.8426270136307,58.4613655789837,63.2238884482777,1129
60.8426270136307,58.4613655789837,63.2238884482777,1130
60.8426270136307,58.4613655789837,63.2238884482777,1131
60.7940446650124,58.410780890404,63.1773084396208,1132
60.7940446650124,58.410780890404,63.1773084396208,1133
60.7940446650124,58.410780890404,63.1773084396208,1134
60.7940446650124,58.410780890404,63.1773084396208,1135
60.3654694391934,57.9589422200516,62.7719966583352,1136
60.3654694391934,57.9589422200516,62.7719966583352,1137
60.3654694391934,57.9589422200516,62.7719966583352,1138
60.3654694391934,57.9589422200516,62.7719966583352,1139
60.3654694391934,57.9589422200516,62.7719966583352,1140
59.7568037058483,57.4439836984456,62.069623713251,1141
59.7568037058483,57.4439836984456,62.069623713251,1142
59.4042056074766,57.078014831636,61.7303963833172,1143
59.4042056074766,57.078014831636,61.7303963833172,1144
59.4042056074766,57.078014831636,61.7303963833172,1145
59.181141439206,56.7818242302377,61.5804586481743,1146
59.181141439206,56.7818242302377,61.5804586481743,1147
59.181141439206,56.7818242302377,61.5804586481743,1148
59.181141439206,56.7818242302377,61.5804586481743,1149
58.3443708609272,55.857828015032,60.8309137068224,1150
58.3443708609272,55.857828015032,60.8309137068224,1151
58.3443708609272,55.857828015032,60.8309137068224,1152
58.8628762541806,56.3684814340267,61.3572710743345,1153
58.8628762541806,56.3684814340267,61.3572710743345,1154
58.476821192053,55.9914183404469,60.9622240436591,1155
58.476821192053,55.9914183404469,60.9622240436591,1156
